0,5.0,15.0,32.5,32.5,27.5,25.0,17.5,7.5,15.0,20.0,30.0,27.5,30.0,32.5,20.0,12.5,7.5,10.0,37.5,25.0,27.5,22.5,25.0,17.5,5.0,12.5,32.5,27.5,22.5,25.0,10.0,0.0,2.5,5.0,22.5,25.0,22.5,20.0,5.0,5.0,5.0,2.5,15.0,7.5,7.5,15.0,5.0,7.5,10.0,5.0,2.5,5.0,5.0,5.0,10.0,7.5,10.0,10.0,10.0,5.0,7.5,5.0,12.5,7.5
1,20.0,22.5,35.0,40.0,35.0,32.5,20.0,15.0,17.5,22.5,37.5,32.5,35.0,35.0,30.0,20.0,12.5,15.0,40.0,30.0,27.5,30.0,35.0,20.0,10.0,15.0,32.5,35.0,27.5,30.0,20.0,10.0,0.0,10.0,27.5,37.5,32.5,27.5,12.5,10.0,15.0,12.5,20.0,20.0,15.0,20.0,10.0,15.0,15.0,15.0,10.0,10.0,5.0,12.5,12.5,12.5,20.0,12.5,22.5,7.5,12.5,12.5,15.0,17.5
2,15.0,20.0,40.0,40.0,30.0,32.5,17.5,15.0,15.0,27.5,37.5,35.0,30.0,30.0,25.0,20.0,10.0,15.0,42.5,27.5,30.0,27.5,32.5,17.5,7.5,12.5,32.5,32.5,30.0,27.5,20.0,12.5,10.0,15.0,27.5,27.5,32.5,25.0,5.0,0.0,10.0,10.0,15.0,20.0,10.0,20.0,12.5,15.0,17.5,12.5,12.5,7.5,7.5,10.0,7.5,20.0,10.0,10.0,12.5,12.5,7.5,10.0,15.0,12.5
3,12.5,15.0,32.5,30.0,27.5,27.5,17.5,10.0,12.5,20.0,32.5,27.5,27.5,32.5,20.0,15.0,5.0,12.5,40.0,27.5,25.0,22.5,27.5,17.5,7.5,12.5,35.0,30.0,25.0,22.5,15.0,7.5,0.0,5.0,22.5,30.0,25.0,22.5,7.5,2.5,7.5,2.5,12.5,15.0,7.5,15.0,7.5,10.0,10.0,2.5,2.5,5.0,2.5,5.0,12.5,10.0,12.5,10.0,12.5,7.5,5.0,5.0,12.5,12.5
4,15.0,17.5,32.5,32.5,27.5,32.5,15.0,10.0,17.5,20.0,35.0,30.0,30.0,27.5,25.0,12.5,12.5,15.0,40.0,30.0,27.5,22.5,32.5,20.0,2.5,12.5,35.0,30.0,22.5,27.5,12.5,7.5,0.0,10.0,22.5,27.5,27.5,27.5,5.0,0.0,12.5,10.0,12.5,15.0,7.5,15.0,5.0,10.0,10.0,7.5,7.5,10.0,5.0,7.5,12.5,12.5,17.5,10.0,15.0,10.0,7.5,7.5,10.0,10.0
5,10.0,20.0,32.5,32.5,27.5,30.0,12.5,2.5,12.5,22.5,30.0,25.0,22.5,30.0,17.5,12.5,7.5,12.5,35.0,27.5,25.0,22.5,27.5,10.0,0.0,10.0,30.0,27.5,20.0,22.5,12.5,2.5,5.0,7.5,20.0,25.0,17.5,25.0,2.5,2.5,2.5,2.5,10.0,12.5,5.0,15.0,7.5,12.5,5.0,5.0,7.5,5.0,2.5,5.0,7.5,10.0,12.5,7.5,7.5,5.0,7.5,5.0,10.0,10.0
6,17.5,17.5,35.0,30.0,30.0,30.0,15.0,12.5,15.0,22.5,30.0,30.0,27.5,35.0,25.0,10.0,7.5,15.0,40.0,27.5,22.5,25.0,27.5,20.0,2.5,15.0,35.0,30.0,25.0,25.0,15.0,5.0,5.0,7.5,22.5,25.0,25.0,27.5,7.5,0.0,12.5,7.5,15.0,15.0,7.5,12.5,5.0,10.0,10.0,7.5,7.5,10.0,0.0,7.5,10.0,12.5,10.0,12.5,12.5,7.5,5.0,15.0,12.5,10.0
7,20.0,22.5,37.5,35.0,32.5,27.5,15.0,12.5,20.0,25.0,37.5,35.0,27.5,30.0,25.0,17.5,10.0,17.5,42.5,30.0,25.0,27.5,32.5,12.5,5.0,12.5,32.5,27.5,27.5,27.5,17.5,10.0,5.0,12.5,25.0,30.0,25.0,30.0,7.5,0.0,10.0,10.0,15.0,17.5,12.5,20.0,7.5,10.0,15.0,10.0,7.5,7.5,5.0,7.5,12.5,12.5,22.5,7.5,10.0,12.5,7.5,10.0,10.0,12.5
8,12.5,17.5,32.5,35.0,27.5,27.5,12.5,10.0,15.0,20.0,32.5,30.0,25.0,27.5,22.5,10.0,5.0,17.5,37.5,30.0,22.5,27.5,27.5,17.5,2.5,17.5,30.0,27.5,20.0,25.0,15.0,10.0,0.0,2.5,27.5,27.5,27.5,30.0,5.0,5.0,10.0,7.5,15.0,15.0,10.0,15.0,7.5,7.5,12.5,7.5,10.0,7.5,0.0,12.5,10.0,12.5,5.0,10.0,12.5,7.5,10.0,17.5,10.0,15.0
9,12.5,20.0,35.0,30.0,25.0,30.0,12.5,10.0,15.0,22.5,30.0,27.5,25.0,27.5,20.0,15.0,10.0,12.5,37.5,30.0,22.5,20.0,25.0,17.5,7.5,5.0,30.0,30.0,20.0,20.0,15.0,5.0,2.5,7.5,22.5,27.5,20.0,25.0,2.5,2.5,5.0,10.0,12.5,15.0,10.0,12.5,10.0,5.0,2.5,7.5,0.0,7.5,5.0,7.5,7.5,2.5,12.5,7.5,10.0,5.0,12.5,12.5,10.0,10.0
