,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,1.25,1.25,1.5,1.0,2.75,1.25,0.0,1.0,1.25,1.0,1.75,1.75,4.0,2.0,1.5,1.25,0.75,0.5,0.75,2.5,4.0,2.25,1.0,1.25,0.75,0.75,0.5,2.75,3.0,1.75,0.25,0.5,1.0,0.5,0.0,2.25,2.5,0.75,0.5,0.75,1.5,0.5,1.5,2.25,1.75,1.75,0.5,1.75,1.0,1.5,1.5,1.5,1.25,1.25,1.25,1.5,1.75,2.0,1.75,2.0,1.25,1.5,1.5,2.25
11,1.0,1.5,1.25,1.0,2.25,1.25,0.5,1.0,1.25,0.5,1.5,1.75,3.25,1.5,0.75,1.0,0.0,0.0,0.5,2.5,3.75,2.25,0.5,1.0,0.5,0.25,0.75,2.25,2.25,1.5,0.75,0.25,0.75,0.25,0.0,1.5,2.75,0.25,0.25,0.5,1.5,0.75,1.5,2.25,1.5,1.25,0.75,1.25,1.75,1.5,1.25,1.75,1.5,0.75,0.75,1.75,1.75,1.5,1.0,1.25,1.5,1.0,1.75,1.75
12,0.75,1.0,1.0,1.25,2.25,1.5,0.75,0.75,1.25,0.75,1.5,1.75,4.0,2.0,1.0,1.0,1.0,0.5,0.75,2.5,3.5,2.0,1.25,1.25,0.25,0.75,0.5,2.0,3.0,2.0,0.5,0.25,0.75,0.25,0.0,1.75,3.25,1.0,0.75,0.5,1.5,1.0,1.5,2.0,2.5,1.25,0.75,1.5,1.25,1.25,1.75,1.5,1.75,1.5,2.0,2.5,2.25,1.75,2.25,1.75,2.0,1.25,1.75,2.5
13,1.0,1.75,1.25,1.0,2.5,1.5,0.75,0.5,1.0,1.5,1.25,2.0,3.75,2.25,1.5,0.75,0.75,0.75,1.25,2.5,3.5,2.25,1.25,1.0,1.0,0.5,1.25,2.5,3.0,2.0,1.0,0.25,0.5,0.25,0.25,1.75,3.0,0.75,0.0,0.75,1.75,1.25,1.25,2.5,1.75,1.5,1.0,1.75,1.75,1.25,1.75,1.75,1.5,1.5,1.75,2.0,1.75,1.75,1.75,1.5,1.75,1.25,1.25,2.0
14,0.75,1.5,1.0,1.0,3.0,1.25,0.0,1.25,0.75,0.75,1.25,1.75,3.75,2.0,1.0,0.75,0.75,0.5,1.0,2.75,3.5,2.0,0.5,0.75,0.25,0.25,0.0,2.5,2.75,1.75,0.5,0.5,0.5,0.25,0.25,2.0,2.75,0.5,0.25,0.25,1.25,0.75,1.25,2.0,1.5,1.0,0.5,1.25,1.25,1.25,1.5,1.75,1.5,1.25,1.25,0.75,1.75,1.25,2.0,1.5,1.25,1.25,0.5,1.75
15,0.75,1.5,1.0,1.5,3.25,1.0,0.25,0.5,1.0,0.5,1.75,3.0,3.25,2.0,1.5,1.0,0.75,0.0,0.75,3.25,3.5,1.75,0.75,1.5,0.5,0.75,0.5,3.25,2.75,1.75,0.25,0.75,0.75,0.25,0.25,2.75,2.5,0.5,0.25,0.5,1.25,0.5,1.75,2.25,2.25,1.0,1.0,0.75,1.25,1.25,1.25,1.5,1.25,1.0,1.0,1.5,1.75,1.5,1.25,1.0,1.5,1.0,1.5,1.25
16,0.5,1.5,1.0,2.75,2.0,1.25,0.25,1.5,1.0,1.25,2.0,3.5,3.5,1.75,1.5,0.5,0.75,0.25,2.5,3.5,3.25,1.75,0.5,1.0,0.25,0.0,1.5,3.25,2.75,1.0,0.25,0.25,0.5,0.5,0.25,3.0,2.75,0.0,0.25,0.25,1.0,1.0,1.5,2.5,1.75,0.75,0.5,1.25,1.0,1.25,1.25,2.0,0.75,1.0,0.75,1.25,1.75,1.5,2.0,1.0,1.75,0.75,1.0,2.0
17,0.25,2.0,1.0,3.75,1.75,1.25,0.0,0.5,0.75,1.0,2.75,3.5,3.0,1.75,1.25,1.75,0.25,1.0,2.75,3.75,3.75,1.25,0.5,1.0,0.25,0.75,2.0,3.25,2.5,0.75,0.25,1.0,0.75,0.5,0.25,2.75,2.75,0.0,0.25,0.25,1.5,0.75,1.5,2.25,1.75,1.0,0.25,1.75,1.25,0.75,1.75,1.75,1.0,1.25,0.75,1.5,2.25,0.75,1.75,1.5,1.5,1.25,1.0,1.75
18,0.0,1.5,0.5,3.0,2.0,1.0,0.25,0.5,0.75,0.5,2.0,3.25,3.0,1.5,0.75,0.5,0.5,0.5,2.5,3.25,3.0,2.0,0.75,0.5,0.5,0.25,1.5,3.0,2.25,1.5,0.75,0.25,0.5,0.25,0.25,2.5,2.75,0.5,0.25,0.0,0.5,0.25,1.5,2.25,1.5,0.75,0.5,1.0,1.0,1.0,1.5,1.5,1.0,1.25,1.25,1.0,1.25,1.25,1.5,0.5,1.25,1.25,1.75,1.75
19,1.0,1.25,1.5,2.75,2.75,1.25,0.25,0.75,1.25,1.75,2.5,3.25,3.75,2.5,1.75,1.25,0.5,0.75,2.25,3.5,3.25,3.0,1.0,0.75,0.0,0.5,2.0,3.5,2.75,2.0,1.5,0.75,0.5,0.5,0.5,3.25,3.25,0.75,1.0,0.5,1.25,1.25,1.5,2.25,2.5,1.5,0.75,1.25,2.0,1.75,1.5,2.0,1.0,1.25,1.25,1.75,2.5,2.25,2.25,1.25,1.75,1.75,1.75,2.25
20,0.5,1.75,1.0,2.75,2.75,1.5,0.25,0.75,0.75,0.75,2.25,3.25,3.0,2.25,1.5,0.75,1.0,0.5,2.25,2.75,3.5,2.75,1.0,0.75,0.5,0.0,1.5,3.25,2.75,2.0,0.75,0.75,0.75,0.0,0.75,2.5,2.75,0.75,0.5,1.0,1.0,1.25,1.5,2.75,2.0,1.5,0.75,1.25,1.0,1.75,0.75,2.25,1.5,1.0,1.5,1.5,1.5,1.25,1.75,1.75,1.75,1.25,1.75,2.25
21,1.0,1.5,1.25,2.75,3.25,1.25,0.25,0.25,1.25,0.75,1.75,3.25,3.25,2.25,1.5,1.25,0.75,0.75,2.25,3.25,3.5,3.0,0.75,1.0,0.5,0.25,1.75,3.25,2.75,2.0,0.5,0.5,1.0,0.5,0.25,2.75,3.0,1.0,0.0,0.75,1.25,1.0,1.25,2.75,2.0,1.5,0.75,1.0,1.25,1.25,1.5,1.5,1.0,1.5,1.0,1.75,1.5,1.5,1.5,1.25,1.25,1.75,1.25,2.25
22,1.0,1.5,1.25,2.5,3.0,1.75,0.5,1.0,1.25,0.75,2.0,3.5,3.75,2.5,1.25,1.0,0.25,1.0,2.25,3.75,3.5,3.0,1.0,1.0,0.0,0.75,1.75,2.75,2.5,1.5,0.25,0.0,0.75,0.0,0.25,2.75,3.25,0.75,0.5,0.75,1.5,1.0,1.25,2.5,2.25,1.25,0.5,1.25,2.0,1.25,1.25,2.25,1.5,1.25,1.0,2.0,1.5,1.75,1.25,1.25,1.25,1.75,1.25,2.0
23,1.0,1.0,1.5,2.5,2.5,1.5,0.25,1.0,1.0,1.0,2.0,3.25,3.5,2.25,1.25,1.25,0.25,0.25,2.25,3.25,3.25,2.5,0.75,0.5,0.25,0.25,1.75,2.75,2.75,2.0,0.5,0.0,0.0,0.25,0.5,2.75,3.0,0.75,0.5,0.0,1.0,1.0,1.5,2.5,1.75,1.75,1.0,0.75,1.5,1.5,1.25,1.5,1.0,1.25,1.0,1.5,2.25,1.0,1.75,1.0,1.5,1.5,1.5,2.0
24,0.75,2.0,1.0,2.5,3.25,1.0,0.0,0.5,1.0,1.25,2.0,3.75,3.5,2.5,1.5,1.25,0.75,0.25,1.5,3.25,3.25,2.75,1.0,1.0,0.75,0.75,1.5,3.0,3.25,2.0,0.5,0.0,0.75,0.25,0.25,2.5,3.0,0.75,0.25,0.5,1.25,0.75,1.25,2.75,1.75,1.25,0.5,1.5,1.25,1.5,1.25,1.75,1.25,1.25,1.0,2.0,2.5,1.5,1.5,1.0,1.75,1.5,1.75,2.0
25,0.5,1.5,1.0,2.25,2.5,1.0,0.0,0.5,1.0,1.0,1.5,2.75,3.25,1.25,1.25,0.5,0.5,0.5,2.0,3.0,3.0,2.5,0.75,0.5,0.25,0.5,1.25,3.0,2.5,1.5,0.25,0.25,0.75,0.0,0.5,2.25,2.75,0.5,0.25,0.5,1.25,0.25,1.25,2.25,1.75,1.25,0.25,1.0,1.25,1.25,1.0,1.25,0.75,1.0,1.0,1.25,2.0,1.25,1.0,1.0,1.0,0.75,0.25,1.75
26,0.75,1.5,1.0,2.0,3.25,1.5,0.25,1.0,0.75,1.5,1.75,3.75,2.75,2.25,1.0,1.5,1.0,0.5,2.25,3.5,3.25,2.25,1.0,1.0,0.25,0.5,1.25,2.75,2.75,1.75,0.5,0.25,0.5,0.25,0.0,2.75,3.0,0.75,0.25,0.0,1.25,0.75,1.25,2.25,1.5,1.0,0.25,1.25,1.5,1.5,1.25,1.75,1.0,0.75,1.0,1.25,2.25,1.5,1.5,1.25,1.25,1.5,1.5,2.25
27,0.75,1.5,1.25,2.5,3.5,1.25,0.0,1.0,0.5,0.75,2.25,3.25,3.25,2.25,1.25,0.75,0.5,1.0,1.75,3.5,3.25,2.5,0.75,1.0,0.25,0.75,1.25,3.25,2.25,2.0,1.25,0.25,0.75,0.5,0.0,2.5,3.0,1.25,0.0,0.25,1.0,1.5,1.25,2.5,1.75,1.0,0.25,0.75,1.5,0.75,1.25,1.5,1.25,1.25,0.75,1.75,1.75,1.5,1.75,1.25,1.75,1.5,1.5,2.0
28,1.0,1.5,0.75,2.0,2.75,1.75,0.25,1.0,1.0,0.5,2.0,3.25,3.25,2.25,1.5,1.25,0.5,0.25,1.75,3.75,3.5,2.75,1.0,1.0,0.25,0.25,1.25,3.25,2.5,2.0,0.0,0.25,0.5,0.0,0.25,2.75,3.0,1.0,0.75,0.0,1.0,1.0,1.5,2.25,2.25,1.0,0.75,1.5,1.0,1.5,1.25,1.75,1.0,1.25,1.0,1.75,2.25,1.75,1.75,1.75,1.25,1.25,1.0,1.75
29,0.25,1.5,1.25,2.0,3.25,1.25,0.25,0.75,0.75,0.5,1.75,3.25,3.5,2.0,1.25,0.5,0.75,0.75,1.75,3.5,3.0,3.0,0.75,0.75,0.25,0.0,1.0,3.0,2.5,2.0,0.5,0.25,0.75,0.5,0.5,2.75,2.75,1.0,0.25,0.5,1.0,0.75,1.5,2.25,2.25,1.25,0.75,1.25,2.0,1.5,1.0,1.75,1.25,1.25,1.25,1.75,1.5,1.5,2.0,1.5,1.25,1.75,1.75,2.0
30,1.0,1.25,1.5,2.0,3.25,1.5,0.25,0.25,0.25,0.75,2.0,3.25,3.25,2.5,1.5,0.75,1.0,0.0,2.0,3.25,3.25,2.5,1.0,0.75,0.5,0.25,1.25,3.0,2.5,2.25,1.0,0.5,0.5,0.0,0.75,2.5,2.75,1.0,0.5,0.5,1.25,0.75,1.5,2.25,1.75,1.25,0.75,1.0,1.75,1.5,1.75,1.75,1.25,1.25,1.0,1.25,1.75,1.0,1.5,1.25,1.5,1.25,1.25,1.25
31,1.0,1.5,1.25,2.0,4.0,2.0,1.25,1.0,1.0,1.75,1.75,3.5,3.25,3.0,1.75,1.0,1.25,0.25,1.75,3.25,3.25,2.75,1.0,1.0,0.25,0.5,1.25,2.75,2.75,2.5,0.5,0.75,1.0,0.0,0.5,2.25,3.5,1.5,0.75,0.0,1.5,0.75,1.5,3.0,2.25,1.25,1.0,1.5,1.25,1.0,1.25,2.25,1.25,1.25,1.0,1.75,2.5,1.5,2.0,1.75,1.75,2.0,1.75,2.25
32,0.5,1.25,1.0,1.5,3.75,1.5,0.25,0.75,0.5,1.0,1.25,3.0,3.25,3.0,0.75,0.5,0.5,0.0,1.25,3.25,3.5,3.0,1.5,0.75,0.0,0.25,1.0,2.25,2.5,2.25,0.75,0.5,1.0,0.25,0.0,2.25,3.0,1.25,0.5,0.25,1.0,0.75,1.5,1.75,2.0,1.25,0.75,1.0,1.5,1.25,1.0,1.75,1.25,1.25,1.75,1.5,2.25,1.5,1.5,1.5,1.75,1.75,1.75,2.0
33,0.75,1.25,0.5,1.25,3.25,2.0,0.0,0.5,0.75,0.5,1.25,2.25,3.5,3.0,1.5,0.75,0.25,0.25,1.0,3.0,3.5,2.75,1.75,0.5,0.0,0.0,0.0,2.5,2.25,2.25,1.5,0.5,0.5,0.25,0.0,1.75,3.25,2.0,0.75,0.25,1.25,1.0,1.25,2.5,1.5,1.5,0.75,1.0,1.5,1.0,0.75,1.5,1.0,1.0,1.5,1.5,2.0,1.5,2.0,1.5,1.75,1.25,1.25,1.25
34,0.75,1.25,0.5,1.5,3.25,2.5,0.5,0.25,0.75,1.25,1.75,2.0,3.25,3.5,1.5,1.25,0.5,0.25,0.5,2.5,3.25,2.75,1.75,1.0,0.25,0.0,1.0,2.5,3.0,2.0,1.25,0.75,0.25,0.25,0.0,2.25,3.25,1.75,1.0,0.5,1.0,0.75,1.25,2.5,2.0,1.75,1.0,1.25,1.25,1.0,1.0,1.25,1.0,0.75,1.0,1.5,1.75,1.75,2.0,1.5,1.5,1.5,1.5,1.75
35,0.25,1.0,1.0,0.75,2.75,2.25,0.5,0.5,1.0,0.75,1.5,2.5,3.25,3.75,1.0,1.5,0.25,0.0,1.0,2.75,3.25,2.5,1.5,1.0,0.0,0.25,0.5,3.0,2.75,2.25,1.0,0.0,0.75,0.25,0.0,2.25,3.5,1.75,0.5,0.5,1.0,0.75,1.25,2.5,2.0,1.5,0.5,1.5,1.25,1.0,1.5,1.5,1.0,1.0,1.5,1.75,1.5,1.25,1.25,1.75,1.75,1.5,1.25,1.25
36,1.0,1.5,0.5,1.75,3.25,1.75,0.25,1.0,0.75,1.0,1.5,3.0,3.5,3.0,1.75,0.5,0.25,0.0,1.25,3.25,3.25,3.0,1.25,0.5,0.5,0.5,1.25,3.25,2.5,2.25,1.25,0.5,0.25,0.25,0.25,2.75,2.75,1.5,0.25,0.25,1.0,1.25,1.5,2.5,2.0,1.25,1.0,1.25,1.0,1.5,1.75,1.75,1.0,1.0,1.25,0.75,2.0,1.25,1.75,1.75,1.0,1.5,1.5,2.0
37,0.75,2.25,1.75,3.5,2.75,0.75,0.75,0.5,0.5,1.25,3.0,3.5,2.75,2.75,1.25,0.5,0.75,0.75,3.0,2.75,2.5,2.5,0.75,0.5,0.5,0.75,2.25,2.75,2.0,1.5,0.25,0.0,0.75,0.25,1.5,2.75,3.0,1.0,0.5,0.5,1.0,1.0,2.0,2.75,2.0,1.25,0.0,1.25,0.5,0.75,0.75,2.0,1.0,0.75,0.5,1.0,1.75,1.25,1.25,1.25,1.25,1.75,1.25,1.5
38,1.25,2.25,2.5,3.75,2.75,1.25,0.25,0.5,1.25,1.0,3.5,3.5,3.0,2.0,0.75,0.5,0.5,1.75,3.0,3.0,2.75,1.75,0.75,1.0,0.25,1.25,2.25,2.25,2.5,1.0,0.25,0.25,0.5,1.0,1.5,3.25,2.75,0.5,0.0,0.0,1.25,1.25,2.25,2.25,1.5,1.0,0.5,0.75,1.5,1.5,1.75,1.25,1.0,1.25,1.0,1.5,1.75,1.25,1.5,1.75,1.25,1.25,1.0,1.5
39,1.5,1.75,3.25,3.5,3.0,1.5,0.0,0.5,0.75,1.5,3.5,4.0,3.5,2.75,1.25,1.5,0.75,2.25,3.75,3.25,3.5,2.0,1.5,0.75,0.25,1.75,3.0,3.0,2.5,2.0,0.75,0.5,1.25,1.0,2.5,3.5,3.0,0.75,1.0,0.75,1.5,1.25,2.25,3.0,2.25,0.75,0.75,1.75,1.75,1.75,1.75,1.75,1.5,1.25,1.0,1.75,2.0,1.25,2.0,1.25,1.25,1.0,2.0,2.75
40,1.0,2.0,3.0,3.5,3.0,2.25,0.25,0.75,1.0,1.5,3.5,3.75,3.25,3.5,1.75,0.75,1.0,1.5,3.0,3.25,3.0,2.5,1.0,1.0,0.25,1.5,2.75,3.25,2.25,1.75,1.0,0.0,1.0,0.75,2.0,3.0,3.0,1.25,0.5,0.25,1.0,1.25,2.0,2.5,1.75,1.25,0.75,1.25,1.5,1.5,1.5,2.0,1.0,1.0,0.75,1.75,2.0,1.5,1.5,1.25,1.25,1.25,1.75,2.5
41,0.5,2.0,2.5,3.25,3.0,1.75,0.25,0.25,1.0,1.5,3.25,3.0,3.5,3.0,1.5,0.75,1.0,1.25,2.5,3.0,3.0,2.75,1.25,1.0,0.25,1.25,2.75,2.75,2.25,1.5,1.0,0.25,0.5,0.5,1.75,3.0,2.5,1.25,0.5,0.0,1.25,0.75,1.75,2.75,2.25,1.0,0.75,0.75,1.75,1.75,1.75,2.0,1.0,1.5,1.0,1.5,1.75,1.5,1.75,1.75,1.25,1.25,1.5,1.0
42,1.25,1.75,2.5,3.5,3.5,1.5,0.25,0.5,1.25,1.0,3.5,3.75,3.5,2.75,1.25,0.75,1.0,1.25,3.25,3.0,3.25,2.75,1.0,1.0,0.75,1.25,2.75,2.5,2.25,2.25,0.75,0.25,0.75,0.5,2.0,3.0,2.75,1.25,0.0,0.25,0.75,0.75,1.75,2.5,2.0,1.5,0.5,1.0,1.0,1.5,1.75,1.5,1.25,0.75,0.75,1.75,2.0,1.5,1.5,0.75,1.5,1.0,1.0,1.75
43,1.0,1.25,2.5,3.75,2.75,1.25,0.75,0.75,1.0,1.25,3.5,4.0,3.5,3.25,1.5,0.75,0.5,1.5,3.25,2.75,2.75,2.5,1.25,0.75,0.5,1.0,2.5,2.75,2.25,2.0,1.0,0.0,0.75,0.5,2.0,3.0,3.0,1.0,0.5,0.25,1.25,1.25,1.5,2.5,1.25,0.75,0.25,0.75,1.25,1.25,1.75,1.5,1.0,0.75,0.75,1.5,1.75,1.0,1.75,1.0,1.25,1.0,1.0,1.5
44,0.5,2.0,3.0,3.25,3.25,2.0,0.25,0.75,0.75,1.75,4.0,4.25,3.5,3.0,1.25,1.5,0.75,1.25,3.25,3.75,3.25,2.25,1.0,0.75,0.0,1.25,2.75,2.75,2.25,2.5,1.0,0.5,0.75,0.75,1.5,3.25,3.0,1.0,0.25,0.25,1.5,0.75,2.0,3.0,1.75,1.0,0.5,1.0,1.75,1.25,1.25,2.25,1.0,1.25,0.75,1.75,1.25,1.75,1.25,1.0,1.25,1.25,1.25,2.0
45,0.75,1.25,2.75,3.0,2.75,1.5,0.0,1.0,1.25,1.0,3.25,3.75,3.0,2.5,1.5,0.25,0.75,1.25,3.0,3.0,2.75,2.5,0.75,0.75,0.25,1.0,2.5,2.75,2.25,2.25,0.5,0.0,0.25,0.5,2.25,3.0,2.5,1.0,0.25,0.5,0.75,0.75,1.5,2.25,1.75,1.0,0.25,1.25,1.0,1.25,1.25,1.5,0.5,1.0,0.75,1.5,1.5,1.5,1.0,1.25,1.0,0.75,1.0,2.0
46,0.5,2.0,2.75,3.5,3.0,1.5,0.25,0.75,0.5,1.25,3.25,3.5,3.5,3.0,1.5,1.25,1.0,1.25,3.25,3.0,3.25,2.25,1.0,1.0,0.0,1.0,2.0,2.75,2.0,2.5,0.75,0.5,0.5,0.75,1.75,3.0,3.25,1.25,0.5,0.25,1.0,1.25,1.25,2.5,1.75,1.25,0.5,0.75,0.75,1.25,1.5,1.5,1.25,0.75,1.25,1.25,1.75,1.25,1.5,0.75,1.25,1.0,1.5,2.25
47,0.25,1.25,2.0,3.0,2.75,1.5,0.0,0.0,0.25,0.5,3.0,3.5,3.0,3.0,1.0,0.5,0.25,0.25,2.75,2.75,2.5,2.0,0.75,0.25,0.0,0.5,2.0,2.5,1.75,1.5,0.25,0.25,0.25,0.25,1.5,3.0,2.0,1.0,0.5,0.0,0.5,0.25,1.75,2.25,1.25,0.75,0.25,1.0,1.25,1.25,1.0,1.25,0.75,0.75,0.5,1.5,1.25,0.75,1.0,0.25,0.75,1.0,0.5,1.75
48,0.75,2.0,2.5,3.75,2.75,2.0,0.0,0.5,0.75,1.0,3.25,3.25,3.25,2.75,1.25,1.0,0.25,1.25,3.25,3.0,2.75,2.75,1.0,0.75,0.5,1.25,2.25,2.75,2.5,2.25,0.75,0.25,0.5,0.75,2.0,3.25,2.75,0.75,0.5,0.25,1.0,1.0,2.0,2.25,1.75,1.0,0.75,1.0,1.5,1.25,2.0,1.25,0.75,1.25,1.0,1.0,1.5,1.25,1.75,1.0,1.25,1.5,1.5,1.5
49,0.25,1.75,2.5,3.75,2.75,1.5,0.0,0.25,1.0,1.5,3.5,3.75,3.5,2.5,1.25,0.5,0.5,1.5,2.5,3.0,2.75,2.25,0.75,0.75,0.25,1.0,2.25,2.75,2.25,2.0,0.5,0.0,0.75,0.25,1.75,2.75,3.0,0.75,0.25,0.25,1.0,1.0,1.75,2.25,1.5,1.25,0.0,1.25,1.5,1.75,1.25,2.0,0.75,1.25,1.0,1.25,1.5,1.0,1.0,1.0,1.0,1.25,1.0,1.75
50,1.25,2.25,3.5,4.25,3.0,1.75,0.0,1.0,1.25,1.75,3.75,4.25,4.0,2.75,1.25,0.5,1.0,1.5,3.75,3.0,3.25,2.25,1.0,1.0,0.75,1.5,2.75,3.0,2.75,2.0,0.75,0.5,0.75,0.75,2.25,3.5,3.5,1.25,0.25,0.5,1.25,1.5,2.0,3.25,2.25,0.75,1.25,0.75,1.5,1.75,2.0,2.0,1.5,1.0,1.5,1.25,1.75,2.0,1.75,1.5,1.25,1.75,1.25,1.75
51,1.0,1.75,3.0,3.75,2.5,1.0,0.0,0.5,0.75,1.25,3.25,3.75,3.25,1.75,1.0,1.0,0.25,1.5,3.25,3.0,2.75,2.0,0.5,0.75,0.5,1.5,2.25,2.5,2.0,1.5,0.25,0.0,0.5,0.75,2.0,3.5,2.5,0.75,0.25,0.0,1.25,1.0,1.5,2.75,1.75,1.0,0.5,0.5,1.25,1.0,1.75,1.75,0.75,0.75,0.75,1.75,2.0,1.5,1.75,1.75,0.75,0.75,0.75,1.25
52,1.0,1.75,2.5,4.0,3.25,1.5,0.0,0.5,0.5,1.5,3.5,3.75,3.5,2.5,1.0,0.75,1.25,1.0,3.5,3.0,2.5,2.75,1.0,1.25,0.25,0.75,2.0,3.0,2.25,2.0,0.5,0.5,1.25,0.5,1.5,3.5,3.0,0.75,0.5,0.5,1.25,1.0,2.0,2.25,2.0,1.25,1.0,1.0,1.75,1.5,1.75,2.0,1.25,0.75,1.25,2.0,2.0,1.25,1.75,1.0,1.0,1.25,1.25,1.75
